"丁哲瑋"|"410 澎湖市紅樹林街80號之6" 
"劉哲維"|"593 苗栗縣頂福州街6號2樓"
"葉明德"|"33996 南投市文化街8號7樓"
"邱淑芬"|"201 古坑縣自由路6段5號0樓"
"余柏霖"|"66452 嘉義自強巷973號之1"
"賴麗雪"|"82901 鳳山縣信義巷8號之9"
"游正義"|"88764 員林市東興街4號2樓"
"吳俊良"|"434 中壢縣大安路658號之6"
"鄭美惠"|"157 朴子市福德巷7號3樓"
"何仁傑"|"53859 連江中央巷61號8樓"
"古素貞"|"79815 中壢市大勇巷917號9樓"
"林聰明"|"66057 台中華興路539號之7"
"張明宏"|"694 南投縣奇岩路34號之1"
"邱秀梅"|"589 八德縣民享街9號之2"
"劉國華"|"931 太平關渡巷975號之6"
"張俊良"|"455 台中奇岩路9段37號3樓"
"石麗玉"|"828 朴子中山巷57號之5"
"周正雄"|"30566 屏東縣文化路6號9樓"
"陳淑玲"|"177 太平市民富路326號9樓"
"蔡志賢"|"376 牡丹市大安路22號6樓"
"余凱翔"|"131 新竹縣大同巷968號之8"
"劉進興"|"78556 中壢成功街7號1樓"
"王俊傑"|"50437 蘆竹市昆陽路31號之0"
"邱秀霞"|"11762 頭份市永和路419號之6"
"曾柏宏"|"55618 永康縣和街街790號4樓"
"汪玉蘭"|"465 樹林大坪街746號9樓"
"林麗卿"|"13236 八德市劍潭街192號之3"
"吳美惠"|"86341 八德民有路362號之4"
"葉美蘭"|"400 苗栗永安路22號之0"
"林文雄"|"87451 樹林新興街3號0樓"
"林淑惠"|"44619 豐原天母路1段788號2樓"
"林俊明"|"65416 臺中縣民治路6段19號之7"
"李美麗"|"537 馬公成功街7段4號6樓"
"邱秋月"|"641 竹田市府中巷55號4樓"
"張美慧"|"881 台南市文山路4號3樓"
"翁麗娟"|"57224 彰化縣小碧潭巷92號之6"
"陳博文"|"60619 永和縣和平巷672號2樓"
"蔡怡君"|"41901 關山縣民權巷163號之0"
"張志豪"|"920 台北民有路4號之9"
"陳承翰"|"592 卑南文昌巷9號之7"
"林明哲"|"960 彰化長安路8號0樓"
"陳世明"|"89322 新北大智路391號3樓"
"楊志文"|"72103 板橋縣蘆洲路228號之6"
"邱素珠"|"49197 北竿市大同街1號6樓"
"蔡凱翔"|"643 宜蘭象山路5號之5"
"甘文祥"|"266 台東縣建國路2號之1"
"曾永昌"|"29178 新竹市民有街233號4樓"
"洪美鳳"|"613 八德新生巷7號1樓"
"盧美惠"|"30946 豐原復興街433號之7"
"黃秀琴"|"809 新竹小碧潭路202號7樓"
"李建宏"|"497 汐止象山路881號2樓"
"陳麗華"|"967 草屯市松山巷93號7樓"
"郭淑惠"|"57774 新北北投街123號4樓"
"邱素琴"|"58372 大里中華路482號8樓"
"楊正義"|"47763 古坑德路9段697號之2"
"王雅雯"|"44667 金門成功街4號2樓"
"陳文彬"|"689 北港縣大勇路813號之9"
"胡美英"|"717 草屯縣學府路484號之9"
"彭淑華"|"48845 朴子正義路6號之9"
"郭志明"|"73703 關山景美街7號6樓"
"李美玉"|"89367 八德市南路52號2樓"
"劉淑珍"|"59565 永康縣信義路660號之8"
"林麗玉"|"54870 北港關渡路70號之6"
"邱素貞"|"22047 中和市石牌巷4段305號6樓"
"江家銘"|"563 中壢市大安街7段340號之4"
"邱淑娟"|"51060 白沙文山路7號5樓"
"孫志明"|"61471 台東淡水巷580號8樓"
"沈文彬"|"43196 豐原市天母街9段822號8樓"
"彭凱翔"|"63692 台南民生巷6號之6"
"劉冠宇"|"88632 蘆竹市莒光巷5段225號之5"
"黃麗玉"|"848 台中市紅樹林巷693號5樓"
"高家宏"|"785 平鎮市文山街8段120號0樓"
"楊俊豪"|"539 頭份市土城街1段63號之6"
"邱義雄"|"967 平鎮關渡巷647號之8"
"許建銘"|"883 桃園永寧巷322號之4"
"陳淑美"|"655 基隆新生路69號2樓"
"林志誠"|"31111 竹田華興巷9段58號8樓"
"劉淑美"|"52772 台北民富路469號7樓"
"邱宜蓁"|"202 高雄縣民生巷2段736號4樓"
"陳建志"|"33485 平鎮市中興巷9號之4"
"林文雄"|"63124 台中縣華興路761號之6"
"黃勝雄"|"62006 新竹新生巷754號0樓"
"許秀蘭"|"165 台北新興路6號0樓"
"邱雅慧"|"67121 屏東中山巷22號9樓"
"陳志宏"|"94109 豐原永和街3段5號之0"
"魏俊雄"|"734 楊梅福安街600號之6"
"游金龍"|"73389 褒忠市大安路3號6樓"
"蘇靜怡"|"743 太保大坪巷8段2號之9"
"陳金龍"|"802 蘆洲信義巷133號2樓"
"歐柏霖"|"53692 永康淡水街7號3樓"
"張月娥"|"192 中壢民治巷4號之7"
"楊秀蘭"|"58473 臺東新莊路4段29號之0"
"謝俊傑"|"383 鳳山市中正街5段77號之2"
"邱雅玲"|"228 頭份市光明街488號8樓"
"鍾冠廷"|"340 斗六新莊街6號6樓"
"陳宗翰"|"91242 員林市信義路8號之5"
"蔡苡菲"|"356 太保長安巷37號之7"
"陳婉婷"|"659 澎湖北投路5號2樓"
"陳柏翰"|"94674 南投縣劍潭街49號8樓"
"葉志明"|"293 臺東華興街332號之3"
"黃文祥"|"730 台中市劍南街776號之6"
"劉明輝"|"53647 金門動物園路6段18號0樓"
"張麗卿"|"724 基隆紅樹林街2號之8"
"邱雅玲"|"230 新竹市太平路9段92號之7"
"陳秀英"|"450 基隆市大橋頭路50號0樓"
"曾建銘"|"48797 關山市福德巷1段78號之7"
"吳志誠"|"29946 中和正義巷371號之5"
"呂明德"|"926 三重市大仁巷5段45號之3"
"陳志豪"|"46957 牡丹民生街2號1樓"
"陳俊男"|"28414 白沙縣新埔路62號之5"
"蔡秋月"|"655 樹林石牌路7號之7"
"張碧珠"|"371 楊梅縣新店路4號8樓"
"陳信宏"|"83385 卑南縣新北投巷24號之1"
"邱麗美"|"95388 蘆竹市文化巷3段83號之1"
"王美英"|"142 北港縣中央街43號之1"
"王宇軒"|"293 苗栗縣東湖路5號0樓"
"吳雅慧"|"285 台南市忠義街1號之4"
"黃進興"|"684 三重永安巷307號7樓"
"邱正雄"|"28748 花蓮育英路4號之2"
"郭家豪"|"872 竹北自由路537號之6"
"黃宗翰"|"72777 阿里山景美街7號7樓"
"林嘉宏"|"916 高雄市民享巷19號之5"
"邱佩珊"|"352 竹北景美街8號之6"
"郭俊賢"|"91163 太平萬隆街22號5樓"
"張進發"|"883 卑南南巷25號之3"
"蔡俊宏"|"555 汐止林森路382號3樓"
"徐怡君"|"132 金門長安巷6段1號之3"
"吳俊宏"|"451 新營興路2號4樓"
"李玉英"|"548 新北市萬隆街11號6樓"
"黃秋香"|"81536 三重市天母街75號之4"
"黃淑貞"|"92712 阿里山市大同路159號之7"
"張雅慧"|"734 宜蘭縣國凱八德街132號1樓"
"陳俊男"|"14808 新營縣關渡街292號3樓"
"郭俊雄"|"210 光復市大仁路5段1號4樓"
"蕭玉珍"|"86845 台東市象山路8段69號之7"
"江雅萍"|"35779 中和永安巷16號之9"
"林俊佑"|"385 楊梅縣劍南路40號3樓"
"張芸菲"|"33164 馬公市華興巷63號0樓"
"蘇志明"|"158 草屯劍南路85號2樓"
"何冠廷"|"93874 高雄動物園街210號1樓"
"王淑珍"|"967 斗六劍潭巷1號6樓"
"吳俊宏"|"46439 桃園市大智街20號6樓"
"劉國榮"|"607 台東莒光路36號之6"
"郭國榮"|"71161 太保學府巷1段10號1樓"
"姚美華"|"75735 蘆竹迴龍街99號7樓"
"林志忠"|"867 板橋市勝利街84號5樓"
"陳威廷"|"316 豐原天母街9號2樓"
"汪欣怡"|"378 古坑縣德路68號0樓"
"張文雄"|"114 台北興巷121號之3"
"吳美惠"|"38083 平鎮劍潭路3號之7"
"林雅玲"|"74697 馬公永寧巷4段278號之9"
"徐建華"|"179 卑南縣松山巷55號之9"
"吳承恩"|"95074 關山市小碧潭街2號1樓"
"郭國榮"|"79642 新北北投街82號4樓"
"周家豪"|"537 平鎮德路94號4樓"
"林玉琴"|"425 花蓮市育英巷11號之3"
"曾月英"|"847 三重縣延平路4號6樓"
"沈俊男"|"241 中和市永和路179號之8"
"曹文華"|"81211 鳳山縣大勇巷174號6樓"
"施品睿"|"77910 澎湖市興街56號之0"
"薛俊宏"|"31748 草屯市中山街79號之4"
"江凱翔"|"557 斗六永安巷6段9號0樓"
"施建華"|"946 馬公文昌街29號之6"
"郭子涵"|"21224 澎湖市蘆洲巷445號7樓"
"黃世昌"|"76835 宜蘭縣廣慈街358號之3"
"張冠廷"|"669 竹田永和街81號7樓"
"吳俊傑"|"52359 澎湖縣自由路28號6樓"
"吳麗香"|"29751 桃園縣忠義街9號5樓"
"范淑美"|"450 竹田市文昌路54號之0"
"吳淑華"|"144 白沙市象山路2段134號8樓"
"張建興"|"58870 金門劍南巷497號之3"
"林品妤"|"492 新北市中山街3段89號6樓"
"林宗霖"|"860 新北市雙連路4號之3"
"郭宗憲"|"58090 光復中和街4號3樓"
"張宗翰"|"77254 三重縣正義路148號8樓"
"劉柏霖"|"60128 北港忠義路98號0樓"
"詹榮華"|"458 桃園縣成功巷449號之3"
"廖佳玲"|"89713 北港象山路1段87號2樓"
"徐文雄"|"87621 光復市博愛路798號之6"
"洪秀鳳"|"874 橫山北投街688號之2"
"王心怡"|"213 新營市長春巷6號3樓"
"張柏宏"|"925 白沙中和街47號9樓"
"林榮華"|"834 新北市北投路8號之4"
"郭建宏"|"34702 新營縣中央路3號2樓"
"李建成"|"599 大里縣蘆洲巷89號0樓"
"周雅慧"|"518 關山天母路3號之7"
"張聰明"|"962 板橋新北投巷938號之3"
"鄭秀琴"|"55954 八德縣復興巷19號2樓"
"陳淑華"|"56323 草屯縣民生路3號6樓"
"鄧宇恩"|"127 南投市文昌街2段83號之1"
"洪明宏"|"526 臺中市長安街3號3樓"
"魏俊宏"|"156 太保關渡街5號之8"
"劉世明"|"78978 新竹市福安路717號之5"
"郭建宏"|"747 花蓮永安路410號5樓"
"蔡玉玲"|"334 三重縣景美路35號7樓"
"李靜宜"|"48102 北港縣中華路3號0樓"
"劉文祥"|"31048 橫山新莊街3號6樓"
"李美玲"|"12121 樹林平和街8號之7"
"王麗卿"|"590 梅山縣五福路9段784號之5"
"鍾宗翰"|"707 台南國凱八德路203號之3"
"楊俊賢"|"85472 斗六民享巷772號之2"
"郭文華"|"373 新北國凱八德路4號5樓"
"江柏睿"|"197 桃園縣大橋頭巷7號9樓"
"郭志偉"|"59641 汐止縣福安路77號之8"
"曾國榮"|"61211 宜蘭中和路7段7號1樓"
"李宗憲"|"255 花蓮市小碧潭巷93號之3"
"李玉琴"|"47400 牡丹縣民有街54號6樓"
"張家銘"|"158 永和市民族路463號之0"
"胡俊賢"|"50773 卑南縣五福路71號1樓"
"楊素珠"|"75842 北斗林森街6段18號8樓"
"郭怡君"|"30978 高雄象山路6段2號之5"
"劉惠美"|"513 台北三民巷57號之5"
"陳麗華"|"76607 新營文昌巷1號之5"
"郭怡婷"|"329 褒忠市府中街8號之4"
"黃美玲"|"669 苗栗信義街751號之3"
"江麗美"|"29928 南投士林路45號3樓"
"王建宏"|"56201 中壢文昌路314號之5"
"洪宇翔"|"31373 光復和平街15號之6"
"胡春美"|"683 台北華興街39號之9"
"王柏宇"|"86218 牡丹縣博愛巷5段8號之7"
"林政宏"|"23831 苗栗縣民權街9段4號之6"
"林俊雄"|"628 卑南劍潭巷3段537號6樓"
"康玉蘭"|"856 苗栗市中華路1段60號之5"
"郭承恩"|"149 中壢縣北投街8號6樓"
"陳麗美"|"534 雲林北投街9號0樓"
"葉文傑"|"240 桃園縣自立路3號4樓"
"黃淑貞"|"39546 金門縣仁愛巷6段46號之3"
"洪武雄"|"97733 鳳山小碧潭路8段239號之6"
"李雅婷"|"322 彰化市仁愛街78號2樓"
"王明宏"|"16687 平鎮永和路3段1號之0"
"黃惠美"|"62763 永康萬隆路54號之8"
"吳碧霞"|"564 員林市小碧潭街90號8樓"
"黃美玲"|"394 金門永和路1號之8"
"郭政宏"|"290 台中縣芝山路452號之3"
"范麗琴"|"88047 褒忠自由街1號6樓"
"劉雅婷"|"52711 八德新興巷5段2號5樓"
"陳秀美"|"354 白沙華興街99號之4"
"賴宇翔"|"652 竹田永安巷5號5樓"
"蔡麗娟"|"636 員林平和街8號之3"
"徐秋香"|"490 汐止公園巷8號4樓"
"陳文龍"|"195 平鎮市長春街6號7樓"
"陳俊宏"|"20045 汐止市復興巷9號之5"
"黃玉珍"|"78034 頭份市新生路945號3樓"
"郭文傑"|"25525 高雄縣中山街9段1號4樓"
"葉承恩"|"75072 台北縣公園路712號之2"
"周哲維"|"15810 牡丹東湖街63號之0"
"蔡玉英"|"889 台中三民路907號5樓"
"陳麗卿"|"74108 嘉義市自強街965號1樓"
"張文雄"|"337 阿里山市正義路9段54號之4"
"馬碧雲"|"757 北斗市和街街82號4樓"
"林彥廷"|"11465 連江縣民治巷8號8樓"
"黃月英"|"129 台東永寧路5段42號之4"
"蔡淑娟"|"80230 新竹民享巷821號之1"
"郭文傑"|"571 台中大同街7號之7"
"李麗卿"|"83382 關山福德巷313號之9"
"俞雅萍"|"833 斗六縣光華路50號之5"
"楊秀琴"|"66291 太平縣大安路8號之2"
"黃宗憲"|"222 臺東三民街91號之8"
"林哲維"|"46376 平鎮南街27號之7"
"陳明宗"|"12977 桃園縣府中巷6號之2"
"黃郁婷"|"41594 中壢中華街1段620號之0"
"陳玉英"|"701 關山市大安街49號0樓"
"王文傑"|"733 永康蘆洲街89號之4"
"郭文雄"|"46588 蘆洲縣文山巷9段232號之7"
"殷宗霖"|"710 朴子縣奇岩街530號之1"
"王麗玉"|"885 中和東湖巷361號之8"
"羅月娥"|"63484 竹北市光華巷88號之8"
"趙子睿"|"762 竹田大坪路87號之5"
"張寶珠"|"99368 牡丹市劍潭街9號之5"
"張詩涵"|"457 平鎮石牌街6號2樓"
"彭素珠"|"849 屏東市自立路6號4樓"
"余素蘭"|"15365 太平新埔路140號之0"
"陳建宏"|"78700 頭份縣關渡巷6段5號之4"
"郭明德"|"426 汐止縣中興路3段953號9樓"
"郭麗華"|"323 中壢水源路6號6樓"
"劉美玉"|"75049 澎湖迴龍路79號2樓"
"謝俊良"|"686 嘉義縣和平路86號之8"
"馮秋香"|"214 蘆竹新埔巷949號9樓"
"藍玉梅"|"46478 永和縣劍南街5段29號之2"
"朱志明"|"469 中壢頂福州路50號之2"
"莊淑惠"|"54713 連江市新莊路5號之3"
"曾文彬"|"199 臺東市永和街566號5樓"
"陳俊賢"|"562 中和市西門路5號8樓"
"郭淑芳"|"97373 新營縣民權路35號6樓"
"鍾文忠"|"65917 橫山縣莒光街48號9樓"
"李月英"|"11079 屏東永寧路1段6號之5"
"曾信宏"|"896 鳳山縣長安巷6號之0"
"吳素貞"|"727 新營市永寧街9號6樓"
"王秋香"|"73645 斗六縣民富巷8號8樓"
"王仁傑"|"95626 苗栗縣自由巷1段91號之6"
"蘇秀玉"|"45893 北港永和街4段4號之0"
"林淑惠"|"412 豐原縣蘆洲巷121號8樓"
"許秀琴"|"665 橫山新生巷515號之1"
"郭秀枝"|"89713 平鎮縣奇岩巷37號之3"
"林淑惠"|"874 阿里山縣平和街42號4樓"
"張志賢"|"159 關山縣民富路4號之8"
"游玉鳳"|"71966 楊梅縣建國街1號2樓"
"翁威廷"|"555 草屯縣德巷941號3樓"
"謝玉梅"|"49438 斗六市迴龍巷7號4樓"
"吳麗玉"|"56317 中和縣自由巷6號0樓"
"陳義雄"|"489 澎湖永寧路42號之4"
"楊麗娟"|"99406 北斗縣太平街4號8樓"
"林秋月"|"20328 竹田市新北投路4號4樓"
"郭秀珠"|"72550 臺東育英街9號4樓"
"林承恩"|"44942 白沙林森路9號之5"
"劉宥蓁"|"12222 頭份縣大智街85號之5"
"吳淑貞"|"34751 平鎮文昌路561號6樓"
"楊雅雯"|"36440 北港縣廣慈路693號之6"
"張俊賢"|"57941 牡丹市民富巷9號2樓"
"徐信宏"|"35354 雲林縣自強巷7段8號之5"
"陳建良"|"12435 牡丹劍南巷35號2樓"
"孔文雄"|"71526 臺東松山街26號3樓"
"李家宏"|"610 豐原林森街70號之4"
"郭秀蓮"|"495 北竿育英路24號9樓"
"莊信宏"|"66208 褒忠市中和路9號4樓"
"林哲維"|"458 斗六成功街3號之6"
"林俊佑"|"821 豐原縣小碧潭路86號0樓"
"黃玉琴"|"132 台中新莊巷802號0樓"
"黃素貞"|"76612 台北延平街2段230號7樓"
"李文雄"|"61594 太平動物園街6段41號1樓"
"張美鳳"|"896 關山縣和街路428號3樓"
"王怡萱"|"376 太保民治路9段758號1樓"
"莊淑華"|"30712 大里南巷90號4樓"
"郭秀蘭"|"79453 南投中華路38號之0"
"李麗華"|"184 北港新生路31號之3"
"丘俊賢"|"31921 阿里山新北投巷80號8樓"
"李宇軒"|"12423 平鎮縣新生街5號2樓"
"游建宏"|"133 中壢市新生巷3號之6"
"林淑芬"|"169 雲林縣芝山街493號8樓"
"周美華"|"32766 大里縣大仁路89號0樓"
"陳志強"|"21314 褒忠市新埔路93號6樓"
"劉冠廷"|"56022 草屯市育英巷412號之4"
"鄭秀美"|"191 台東市中華路42號之7"
"郭秋香"|"963 三重縣學府路5段519號6樓"
"呂子宸"|"77770 北斗縣廣慈街977號之9"
"劉文彬"|"80376 平鎮民權巷2號之1"
"張志文"|"95618 永和大橋頭路9段6號之2"
"王明哲"|"951 桃園新埔路29號3樓"
"林玉玲"|"714 八德縣自強街2號3樓"
"劉麗珠"|"457 太平新生路9段881號8樓"
"賴志鴻"|"23116 桃園縣仁愛巷75號之0"
"汪建成"|"70099 臺東劍南路4段33號9樓"
"董宇軒"|"723 台東福安街729號1樓"
"郭素珠"|"41966 新營市新埔巷82號之2"
"李志鴻"|"276 台中忠孝路9號9樓"
"林志宏"|"39272 澎湖市自強路9段3號之6"
"賴淑娟"|"15499 苗栗文山路38號6樓"
"陳惠美"|"60952 高雄縣五福街80號之7"
"高佳玲"|"75938 汐止縣中山街5段99號之4"
"蔡淑珍"|"10947 苗栗縣淡水巷2號之7"
"史淑華"|"64943 桃園北投街3號7樓"
"莊武雄"|"900 板橋府中巷7號之9"
"陳國榮"|"67585 彰化南路6號4樓"
"郭義雄"|"580 光復建國路82號之2"
"徐建宏"|"56122 台東永和路25號2樓"
"江彥廷"|"98706 永康市小碧潭街35號之2"
"陳建成"|"91849 南投市林森街5號之5"
"彭金龍"|"434 中和石牌路8段83號之7"
"曾惠玲"|"75958 蘆洲市和平路19號6樓"
"范志賢"|"418 八德東興街24號之5"
"楊秀玲"|"477 中壢縣中山路2段82號之4"
"李進財"|"522 鳳山市和街路5段678號2樓"
"楊柏宏"|"205 楊梅縣太平街8段25號之6"
"郭金龍"|"70833 南投縣忠孝路4段91號2樓"
"陳哲維"|"758 蘆洲市自強路883號之6"
"鄒哲維"|"14189 楊梅縣民權巷48號之4"
"陳美惠"|"803 花蓮縣萬隆巷5號之4"
"黃文雄"|"508 臺中松山街8號之1"
"陳明哲"|"646 卑南太平路95號之6"
"劉聰明"|"305 平鎮長春路2號8樓"
"周美玲"|"65995 梅山民富街221號之6"
"林雨霏"|"23482 斗六中正街1號7樓"
"王政宏"|"74167 平鎮福德路832號之1"
"郭雅惠"|"259 北港縣忠孝巷6段44號之2"
"柯世昌"|"202 金門長安路9段5號之6"
"陳家豪"|"58190 白沙市雙連街4號之8"
"顏雅萍"|"91600 阿里山建國巷3段49號1樓"
"邱品妍"|"97733 苗栗市學府路8段84號3樓"
"曾淑美"|"850 台東中山路997號5樓"
"游金龍"|"418 板橋縣自立街8段9號之2"
"吳宗翰"|"891 汐止縣延平路2段92號之0"
"李冠廷"|"338 北港德巷16號之8"
"陳宥辰"|"19691 嘉義市小碧潭街96號7樓"
"郭雅慧"|"549 新營昆陽路7號5樓"
"邱宥廷"|"91436 彰化縣自由巷22號之3"
"何子恩"|"574 台中市中華街533號2樓"
"蔡寶珠"|"111 澎湖士林路7號7樓"
"楊睿恩"|"75898 新北新店街84號之7"
"張俊宇"|"93785 新北文昌街8號3樓"
"邱秀英"|"500 新竹市石牌路6段8號之5"
"施俊豪"|"887 平鎮市紅樹林巷129號0樓"
"梁宗霖"|"949 草屯延平路31號之4"
"羅碧珠"|"179 臺東縣松山巷8號4樓"
"郭麗華"|"75885 屏東民權巷9段91號之2"
"吳麗華"|"47153 南投縣大勇路8段429號之5"
"蔡明輝"|"586 屏東忠孝路23號之1"
"李俊賢"|"45498 豐原縣自強路99號1樓"
"吳正雄"|"818 牡丹縣水源街336號之5"
"趙麗卿"|"24754 苗栗縣光華路15號之9"
"賴信宏"|"248 平鎮縣古亭巷883號之7"
"柯美雲"|"33844 台中縣成功街453號4樓"
"柳俊宏"|"934 台中仁愛巷907號之9"
"蕭俊廷"|"412 永和奇岩巷5號8樓"
"鄒宇軒"|"576 北港北投街89號7樓"
"黃淑貞"|"278 高雄縣中山街521號之7"
"邱麗香"|"490 朴子縣新生街330號5樓"
"林淑慧"|"66230 基隆忠孝路6段6號之7"
"林惠美"|"354 中壢縣廣慈路3段24號之4"
"蔡文正"|"603 草屯新店路77號5樓"
"陳麗雲"|"70663 北港縣建國路34號之7"
"張淑美"|"477 連江大智巷3段549號之7"
"廖麗雲"|"68415 竹北縣新北投巷593號1樓"
"蔡明珠"|"685 平鎮莒光路2段505號1樓"
"鄒志成"|"18762 北斗大橋頭街544號3樓"
"王麗香"|"53128 屏東天母路5號6樓"
"董俊銘"|"340 雲林頂福州巷94號5樓"
"許明哲"|"27951 員林長安街68號之8"
"顏玉梅"|"76950 竹北市育英巷3號5樓"
"胡美雲"|"89707 桃園縣和平街28號之5"
"曾建宏"|"59298 嘉義新北投巷6號之9"
"蕭怡婷"|"382 屏東縣大橋頭巷1段6號7樓"
"胡麗美"|"91177 樹林市正義路1段251號9樓"
"周志成"|"26575 澎湖水源巷5段86號5樓"
"鄒志豪"|"60033 臺中龍山寺街1段2號之3"
"康美英"|"66179 新營市新生街555號7樓"
"柯雅雯"|"774 太平新北投路47號之6"
"曹宜蓁"|"768 光復和街巷91號2樓"
"魯武雄"|"76207 豐原市建國巷6段380號之6"
"白麗雪"|"63755 新竹市大橋頭路784號2樓"
"黃淑華"|"450 光復林森巷74號之4"
"洪家豪"|"331 蘆洲華興路952號8樓"
"莊明德"|"501 新竹市石牌巷6號之9"
"林靜怡"|"719 基隆紅樹林巷81號8樓"
"鄒志遠"|"538 雲林長安路7號2樓"
"劉志忠"|"20194 北港縣松山巷2號4樓"
"白家豪"|"90440 臺中縣東興街2號之1"
"楊麗華"|"75368 台東縣動物園街3段14號之9"
"陳美珍"|"368 新營市自強巷646號6樓"
"楊進發"|"62028 彰化小碧潭路262號之8"
"周宜蓁"|"682 朴子仁愛巷1號之3"
"黃承翰"|"325 楊梅市忠孝路4號之5"
"葉文龍"|"51899 褒忠土城街3號之2"
"楊靜宜"|"70464 澎湖縣萬隆路1段2號4樓"
"鄒惠玲"|"838 台北中正路477號之4"
"張博文"|"97083 金門中山巷176號之7"
"戴秀琴"|"463 八德縣民生街736號之8"
"廖家豪"|"156 澎湖市大勇巷94號1樓"
"陳淑華"|"525 白沙縣奇岩路867號8樓"
"陳素琴"|"564 員林縣中和巷712號之8"
"柯欣怡"|"882 新竹市大同路994號7樓"
"曾美麗"|"32157 屏東縣福德路9號2樓"
"洪志文"|"64032 竹田縣古亭街9號之5"
"李秀英"|"427 橫山大智路6段73號4樓"
"鄒文正"|"360 草屯松山路5號9樓"
"李秀霞"|"99553 北竿永安巷9段7號之3"
"林淑美"|"92153 太保育英街3號9樓"
"蕭志成"|"644 新竹中華路5段7號之5"
"黃麗香"|"367 草屯市成功街66號之6"
"詹惠玲"|"596 台北公園路125號之4"
"許秀蓮"|"485 草屯文化路12號1樓"
"林品睿"|"33946 花蓮縣莒光路239號9樓"
"林美華"|"109 豐原長春街8號1樓"
"張宗憲"|"679 草屯縣新莊路45號7樓"
"鄒麗卿"|"888 北港縣新生街689號之5"
"蔡俊明"|"363 樹林縣新埔路4號之8"
"雷文華"|"31076 雲林和平街205號8樓"
"張雅婷"|"404 中和復興巷3號之1"
"盧家銘"|"73250 屏東市劍南街30號之4"
"陳俊宏"|"16162 三重市民富街472號之5"
"歐宸睿"|"641 台南市復興街14號之6"
"劉柏睿"|"83581 白沙縣華興街4號之9"
"林秀琴"|"517 金門永安路6段279號之4"
"林志豪"|"560 橫山長安巷444號9樓"
"鄔宗翰"|"592 阿里山仁愛路5段8號7樓"
"施秀美"|"675 楊梅縣西門路90號之8"
"莊秀鳳"|"972 平鎮市北投街1段67號之2"
"蔡秀蘭"|"860 光復象山路96號之3"
"洪志成"|"693 豐原關渡街902號之3"
"李淑貞"|"40848 苗栗市新北投街7號之0"
"李柏宇"|"81938 雲林市正義街890號4樓"
"陳榮華"|"29801 新營縣福安巷548號之9"
"張美蘭"|"28956 金門忠義路8號1樓"
"黃玉蘭"|"313 太保市光復巷852號8樓"
"鄧俊傑"|"520 新營明德路9號之3"
"丘淑華"|"91392 新竹市新莊巷907號之6"
"林淑娟"|"36758 豐原自強街40號9樓"
"劉秀珍"|"11680 斗六縣光華路292號5樓"
"陳建宏"|"92472 金門市新生巷5號9樓"
"陳俊宏"|"593 中和市光華巷62號之8"
"蔡慧玲"|"344 宜蘭和平街373號之1"
"許雅萍"|"50249 八德市淡水巷50號6樓"
"武家豪"|"33484 基隆平和巷571號9樓"
"許家豪"|"64994 連江市中和街8號3樓"
"鄧家豪"|"807 頭份中華巷25號之5"
"廖子涵"|"296 三重府中路3段4號之1"
"莊文正"|"663 古坑市成功巷724號之2"
"吳家豪"|"69054 中和市府中街30號2樓"
"楊志銘"|"46468 梅山市福安街8段138號之0"
"李文雄"|"36125 員林國凱八德路62號之1"
"賴秀英"|"821 基隆市西門街7段391號之7"
"葉志偉"|"59949 中壢大同路5號之1"
"李建宏"|"635 八德新生街79號8樓"
"朱建宏"|"635 樹林縣府中街6段648號之5"
"鄧志偉"|"43623 北斗市光明路163號之1"
"余佳蓉"|"72920 光復莒光街888號6樓"
"許明輝"|"430 臺東市新生路8號之6"
"鄭素卿"|"57297 北斗縣育英巷45號8樓"
"余淑惠"|"14365 平鎮縣民權街75號2樓"
"朱宇軒"|"665 臺中縣學府巷33號之9"
"趙秀珍"|"25464 太保南巷956號之4"
"楊玉美"|"425 南投廣慈街328號6樓"
"曾麗玉"|"312 新竹縣大智路669號1樓"
"鄭冠廷"|"478 澎湖學府巷1號8樓"
"鄧美娟"|"918 頭份中華街1號之9"
"黃素珠"|"312 關山縣石牌巷2號之9"
"藍淑芬"|"10306 三重市石牌巷86號之8"
"林建良"|"97555 北斗市自強路9段470號1樓"
"李秀鳳"|"11649 雲林市松山路308號之3"
"趙秀枝"|"122 永康石牌巷12號之8"
"楊宗翰"|"128 新竹建國巷66號之8"
"林苡菲"|"100 樹林古亭路8號6樓"
"李子豪"|"78963 臺東新生街69號4樓"
"張家豪"|"58275 台北市忠孝巷6段14號之6"
"鄧麗玉"|"44618 台南自由街37號之3"
"李素珍"|"738 彰化平和巷8號0樓"
"王家銘"|"97204 三重北投路771號之7"
"佘麗娟"|"28576 光復縣象山路6段977號之9"
"黃秀琴"|"450 太平縣東湖路9號0樓"
"鄭冠廷"|"65239 關山芝山路2段2號之2"
"郭志豪"|"569 白沙市博愛巷3段28號5樓"
"羅文雄"|"158 永和永寧巷5段35號之0"
"黃國榮"|"17795 梅山林森街9段11號之5"
"胡進財"|"498 北斗興街3號4樓"
"鄭俊宏"|"535 三重市大坪巷35號之0"
"張俊佑"|"348 卑南石牌路12號之9"
"張雅慧"|"70562 朴子縣劍南路6段603號之7"
"林柏宇"|"77725 新竹縣雙連街6段3號之9"
"楊淑娟"|"963 新竹縣自立路85號3樓"
"丘志雄"|"53647 樹林復興路76號9樓"
